epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
30,3340.5,0.05675,0.97744,1,0.05494,0.00102887,0.00102887,0.00102887
31,3443.73,0.0428,0.9812,1,0.04433,0.00100687,0.00100687,0.00100687
32,3552.42,0.03826,0.97368,1,0.06053,0.000984864,0.000984864,0.000984864
33,3668.51,0.05007,0.98496,1,0.04407,0.000962859,0.000962859,0.000962859
34,3780.8,0.03864,0.98496,1,0.03894,0.000940855,0.000940855,0.000940855
35,3887.32,0.05404,0.97744,1,0.13418,0.00091885,0.00091885,0.00091885
36,4001.41,0.0425,0.98496,1,0.0367,0.000896846,0.000896846,0.000896846
37,4111.65,0.03982,0.98872,1,0.06243,0.000874842,0.000874842,0.000874842
38,4216.4,0.04218,0.97744,1,0.03753,0.000852837,0.000852837,0.000852837
39,4329.7,0.03264,0.97744,1,0.04461,0.000830833,0.000830833,0.000830833
40,4436.77,0.0483,0.9812,1,0.03258,0.000808828,0.000808828,0.000808828
41,4545.98,0.04264,0.98872,1,0.03051,0.000786824,0.000786824,0.000786824
42,4657.9,0.03038,0.98872,1,0.03855,0.00076482,0.00076482,0.00076482
43,4765.77,0.03418,0.98496,1,0.06174,0.000742815,0.000742815,0.000742815
44,4879.64,0.03225,0.9812,1,0.06075,0.000720811,0.000720811,0.000720811
45,4989.18,0.0341,0.9812,1,0.03005,0.000698806,0.000698806,0.000698806
46,5093.6,0.03148,0.9812,1,0.03786,0.000676802,0.000676802,0.000676802
47,5204.67,0.03561,0.9812,1,0.02436,0.000654798,0.000654798,0.000654798
48,5318.85,0.02953,0.98872,1,0.02425,0.000632793,0.000632793,0.000632793
49,5428.7,0.02683,0.98872,1,0.03179,0.000610789,0.000610789,0.000610789
50,5544.83,0.03338,0.99248,1,0.02347,0.000588784,0.000588784,0.000588784
51,5654.5,0.02684,0.99248,1,0.07346,0.00056678,0.00056678,0.00056678
52,5761.24,0.02576,0.98872,1,0.01973,0.000544776,0.000544776,0.000544776
53,5879.68,0.02857,0.98496,1,0.02992,0.000522771,0.000522771,0.000522771
54,5980.67,0.02253,0.99248,1,0.02138,0.000500767,0.000500767,0.000500767
55,6087.41,0.02558,0.98872,1,0.02774,0.000478762,0.000478762,0.000478762
56,6202.7,0.01812,0.98872,1,0.01962,0.000456758,0.000456758,0.000456758
57,6320.62,0.02107,0.98872,1,0.03207,0.000434754,0.000434754,0.000434754
58,6428.09,0.0206,1,1,0.00849,0.000412749,0.000412749,0.000412749
59,6537.15,0.01624,0.98496,1,0.0244,0.000390745,0.000390745,0.000390745
60,6646.53,0.02261,0.99248,1,0.03211,0.00036874,0.00036874,0.00036874
61,6755.43,0.0205,0.99248,1,0.06852,0.000346736,0.000346736,0.000346736
62,6868.73,0.02298,0.99248,1,0.00945,0.000324732,0.000324732,0.000324732
63,6976.33,0.01633,0.99248,1,0.01718,0.000302727,0.000302727,0.000302727
64,7091.56,0.01549,0.98872,1,0.01825,0.000280723,0.000280723,0.000280723
65,7197.04,0.01732,0.98872,1,0.03449,0.000258718,0.000258718,0.000258718
66,7322.46,0.01247,0.99624,1,0.02245,0.000236714,0.000236714,0.000236714
67,7432.83,0.01561,0.99624,1,0.0129,0.00021471,0.00021471,0.00021471
68,7541.38,0.01979,0.99248,1,0.0829,0.000192705,0.000192705,0.000192705
69,7644.27,0.01381,0.98872,1,0.01722,0.000170701,0.000170701,0.000170701
70,7766.08,0.01643,0.98872,1,0.01441,0.000148696,0.000148696,0.000148696
71,7873.16,0.01106,1,1,0.01023,0.000126692,0.000126692,0.000126692
72,7980.23,0.01286,0.99624,1,0.01525,0.000104688,0.000104688,0.000104688
73,8089.42,0.01144,0.99248,1,0.01399,8.26832e-05,8.26832e-05,8.26832e-05
74,8196.73,0.01093,0.99248,1,0.01224,6.06788e-05,6.06788e-05,6.06788e-05
75,8307.96,0.01189,0.99248,1,0.01192,3.86744e-05,3.86744e-05,3.86744e-05
